13,7,149
14,7,125
15,7,101
16,7,79
17,7,55
18,7,94
19,7,253
23,7,73
26,7,132
27,7,176
29,7,182
30,7,197
31,7,201
33,7,219
34,7,241
35,7,263
38,7,293
1,7,595
14,13,24
15,13,48
