1,BU0220,29
1,ST0061,31
2,EC0255,2
3,BU0227,3
3,PR0236,151
4,BU0227,1
4,FI0139,2
4,FI0140,3
5,CM0218,8
6,OG0937,40
6,OG0135,14
6,OG1048,39
7,EC0255,1
7,OG0064,21
8,NI0287,4
8,PT0113,18
8,PT1001,1
9,DE0902,1
9,DE0903,1
10,ID0259,161
